fov,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp
2,0,5866.85904444444,-156728.740483333,5372.4146,3504.59285,2,MMP7,0
2,0,5354.72644444445,-157232.980433333,4860.282,3000.3529,2,MMP10,0
2,0,5936.26444444444,-157087.833333333,5441.82,3145.5,2,ITM2A,0
2,0,5537.53244444444,-157083.920793333,5043.088,3149.41254,2,SEC23A,0
2,0,5766.61944444444,-157190.708333333,5272.175,3042.625,2,TNFRSF12A,0
2,0,5550.94444444444,-156922.853333333,5056.5,3310.48,2,WNT3,0
2,0,5763.74444444445,-156973.433333333,5269.3,3259.9,2,ATG10,0
2,0,5939.85804444445,-157155.219993333,5445.4136,3078.11334,2,NegPrb3,0
2,0,5674.61484444444,-157224.643273333,5180.1704,3008.69006,2,ITGA9,0
2,0,5761.54444444444,-156652.733333333,5267.1,3580.6,2,KRT7,Membrane
2,0,5516.74374444444,-157134.916633333,5022.2993,3098.4167,2,COL1A1,Membrane
2,0,5897.82444444444,-156834.713333333,5403.38,3398.62,2,COL5A2,0
2,0,5775.28744444445,-156802.961893333,5280.843,3430.37144,2,COL27A1,0
2,0,5774.79404444444,-156809.820833333,5280.3496,3423.5125,2,BGN,0
2,0,5743.11974444445,-157121.941673333,5248.6753,3111.39166,2,CD19,Membrane
2,0,5725.60804444444,-156940.160603333,5231.1636,3293.17273,2,ANGPT1,0
2,0,5734.24474444444,-156948.419033333,5239.8003,3284.9143,2,DNMT3A,0
2,0,5898.65884444444,-157057.004753333,5404.2144,3176.32858,2,C1QA,0
2,0,5882.65684444445,-156726.345833333,5388.2124,3506.9875,2,IFIH1,0
2,0,5807.91744444445,-156745.833333333,5313.473,3487.5,2,BIRC5,0
2,0,5359.71944444444,-156599.658333333,4865.275,3633.675,2,DLL1,Membrane
2,0,5746.67394444444,-157160.693333333,5252.2295,3072.64,2,HLA-A,0
2,0,5746.21744444445,-157176.415133333,5251.773,3056.9182,2,FCRLA,0
2,0,5656.09444444444,-157171.033333333,5161.65,3062.3,2,CLEC4A,0
2,0,5355.71944444444,-156603.066667333,4861.275,3630.266666,2,ITGA9,Membrane
2,0,5831.41144444444,-156967.122233333,5336.967,3266.2111,2,CCL8,0
2,0,5940.85344444445,-157000.542413333,5446.409,3232.79092,2,DUSP5,0
2,0,5652.56944444444,-157118.670793333,5158.125,3114.66254,2,BRCA1,0
2,0,5547.10444444445,-157091.253333333,5052.66,3142.08,2,TP53,0
2,0,5771.32944444445,-156920.894853333,5276.885,3312.43848,2,RAMP1,0
2,0,5716.02444444444,-156870.213303333,5221.58,3363.12003,2,MYL9,0
2,0,5805.00794444445,-157174.542383333,5310.5635,3058.79095,2,MAPK13,0
2,0,5747.78844444445,-157160.933333333,5253.344,3072.4,2,DUSP5,0
2,0,5744.93414444444,-157168.633333333,5250.4897,3064.7,2,DUSP5,0
2,0,5611.76944444444,-156908.658333333,5117.325,3324.675,2,NegPrb14,0
2,0,5758.82444444445,-156651.333333333,5264.38,3582,2,BECN1,0
2,0,5741.35544444444,-157042.177783333,5246.911,3191.15555,2,TGFBR2,0
2,0,5564.32444444445,-156913.573333333,5069.88,3319.76,2,TLR3,0
2,0,5911.21104444445,-156878.822233333,5416.7666,3354.5111,2,ADGRB3,0
2,0,5340.64444444444,-157048.445833333,4846.2,3184.8875,2,BMP7,0
2,0,5721.28444444445,-157009.673363333,5226.84,3223.65997,2,HSPB1,0
2,0,5778.55874444445,-156767.547613333,5284.1143,3465.78572,2,SELPLG,0
2,0,5505.29404444444,-156996.808333333,5010.8496,3236.525,2,NOTCH2,0
2,0,5779.02944444444,-157129.308373333,5284.585,3104.02496,2,NCR1,0
2,0,5915.36444444444,-157093.023333333,5420.92,3140.31,2,TYROBP,0
2,0,5663.39444444445,-156689.233327333,5168.95,3544.100006,2,CCL18,0
2,0,5542.93374444444,-157083.722233333,5048.4893,3149.6111,2,CDH5,0
2,0,5383.71984444444,-157183.458333333,4889.2754,3049.875,2,CD34,0
2,0,5789.11584444444,-156944.819033333,5294.6714,3288.5143,2,IL1R1,0
2,0,5440.94444444444,-157077.300003333,4946.5,3156.03333,2,CCR7,0
2,0,5885.94444444444,-156678.133333333,5391.5,3555.2,2,CD37,0
2,0,5708.65584444445,-157021.722233333,5214.2114,3211.6111,2,CALD1,0
2,0,5739.07284444444,-157030.876213333,5244.6284,3202.45712,2,ALCAM,0
2,0,5399.29444444444,-156613.283333333,4904.85,3620.05,2,SMARCB1,0
2,0,5907.79444444445,-156688.958333333,5413.35,3544.375,2,MAML2,0
2,0,5869.46944444444,-156800.008333333,5375.025,3433.325,2,ITGA3,0
2,0,5704.26674444445,-157209.177833333,5209.8223,3024.1555,2,IL18R1,0
2,0,5563.64414444445,-156851.016653333,5069.1997,3382.31668,2,WNT7B,0
2,0,5888.81944444445,-156770.133323333,5394.375,3463.20001,2,GPNMB,0
2,0,5829.81114444444,-157002.733333333,5335.3667,3230.6,2,CCL18,0
2,0,5627.08404444445,-156912.233333333,5132.6396,3321.1,2,MZT2A,0
2,0,5792.84444444444,-157060.761893333,5298.4,3172.57144,2,BID,0
2,0,5831.12804444445,-156991.383293333,5336.6836,3241.95004,2,WIF1,Membrane
2,0,5398.66144444445,-156620.316667333,4904.217,3613.016666,2,DDX58,0
2,0,5713.64444444445,-156731.493333333,5219.2,3501.84,2,FGF1,Membrane
2,0,5700.99444444444,-157009.233353333,5206.55,3224.09998,2,ACKR3,0
2,0,5744.40444444445,-156664.993333333,5249.96,3568.34,2,IFITM3,Membrane
2,0,5924.99444444445,-156727.370833333,5430.55,3505.9625,2,TNFRSF1A,0
2,0,5551.50444444444,-157075.073383333,5057.06,3158.25995,2,IL6R,0
2,0,5691.71544444444,-157097.561933333,5197.271,3135.7714,2,CD3D,0
2,0,5758.53044444444,-157163.304773333,5264.086,3070.02856,2,ADIRF,0
2,0,5708.74474444445,-156988.883293333,5214.3003,3244.45004,2,OSMR,0
2,0,5868.92744444445,-157227.816673333,5374.483,3005.51666,2,COL11A1,Membrane
2,0,5806.20444444444,-156742.733333333,5311.76,3490.6,2,CCR1,0
2,0,5689.82774444445,-157187.583393333,5195.3833,3045.74994,2,INHA,0
2,0,5734.14444444445,-157146.808333333,5239.7,3086.525,2,AZU1,0
2,0,5584.54444444445,-156913.308333333,5090.1,3320.025,2,TLR1,0
2,0,5790.57774444445,-156735.983343333,5296.1333,3497.34999,2,IL17RA,Membrane
2,0,5745.24444444444,-156950.690483333,5250.8,3282.64285,2,CMKLR1,0
2,0,5825.99444444444,-157182.833433333,5331.55,3050.4999,2,PLA2R1,Nuclear
2,0,5744.24444444444,-157043.770863333,5249.8,3189.56247,2,PTGIS,0
2,0,5861.70144444444,-157227.604733333,5367.257,3005.7286,2,FCRLA,0
2,0,5895.74474444444,-157016.033313333,5401.3003,3217.30002,2,ANXA2,0
2,0,5895.66944444445,-156830.670843333,5401.225,3402.66249,2,KRT1,0
2,0,5587.41144444445,-156995.233353333,5092.967,3238.09998,2,PTK6,0
2,0,5465.85344444445,-157178.842433333,4971.409,3054.4909,2,CLEC14A,0
2,0,5558.81944444444,-157090.033333333,5064.375,3143.3,2,NANOG,0
2,0,5348.63544444444,-157047.569693333,4854.191,3185.76364,2,CLEC4A,0
2,0,5784.73144444444,-157087.958333333,5290.287,3145.375,2,TNFRSF19,0
2,0,5620.09384444444,-156867.263333333,5125.6494,3366.07,2,CLCF1,0
2,0,5606.76474444444,-156871.273333333,5112.3203,3362.06,2,IGF1R,0
2,0,5487.28444444444,-156902.893333333,4992.84,3330.44,2,OLFM4,0
2,0,5440.51574444444,-157168.233333333,4946.0713,3065.1,2,NegPrb5,0
2,0,5478.48204444444,-156905.820853333,4984.0376,3327.51248,2,EIF5A,0
2,0,5813.16644444444,-157166.588883333,5318.722,3066.74445,2,CD3E,0
2,0,5651.12804444445,-157120.949973333,5156.6836,3112.38336,2,CLDN4,0
2,0,5622.11974444444,-157153.408283333,5127.6753,3079.92505,2,OAS3,Membrane
2,0,5937.50404444444,-157154.273333333,5443.0596,3079.06,2,DUSP5,0
2,0,5557.86094444444,-157180.216633333,5063.4165,3053.1167,2,PTGES,0
2,0,5346.02204444444,-157174.455533333,4851.5776,3058.8778,2,CD8A,0
2,0,5353.32444444444,-157012.153313333,4858.88,3221.18002,2,MZT2A,0
2,0,5648.71944444444,-157127.220783333,5154.275,3106.11255,2,DUSP5,0
2,0,5682.70474444445,-157227.013383333,5188.2603,3006.31995,2,ITGA9,0
2,0,5352.37804444444,-156608.466666333,4857.9336,3624.866667,2,COL4A1,Membrane
2,0,5508.65684444444,-156989.620813333,5014.2124,3243.71252,2,KLK3,0
2,0,5913.46644444445,-156884.876213333,5419.022,3348.45712,2,CD9,0
2,0,5866.34444444444,-157230.604833333,5371.9,3002.7285,2,DUSP5,Membrane
2,0,5881.93344444445,-156786.455573333,5387.489,3446.87776,2,PCNA,0
2,0,5651.76914444444,-157122.108333333,5157.3247,3111.225,2,CLDN4,0
2,0,5554.83014444445,-157181.761933333,5060.3857,3051.5714,2,CD209,0
2,0,5499.97814444444,-156914.716663333,5005.5337,3318.61667,2,CRYAB,0
2,0,5880.70174444445,-156723.661903333,5386.2573,3509.67143,2,CXCL2,0
2,0,5595.00444444445,-156615.033333333,5100.56,3618.3,2,RB1,Membrane
2,0,5664.76444444444,-156903.833333333,5170.32,3329.5,2,IGF1R,0
2,0,5728.49444444444,-156799.658333333,5234.05,3433.675,2,VEGFA,0
2,0,5493.14463975694,-157088.893330892,4998.7001953125,3144.44000244141,5,HLA-A,0
2,0,5567.12510850694,-156892.893330892,5072.6806640625,3340.44000244141,5,CLEC10A,0
2,0,5771.7759874132,-157124.864583333,5277.33154296875,3108.46875,5,FCRLA,0
2,0,5372.72911241319,-157153.617940267,4878.28466796875,3079.71539306641,5,DUSP5,0
2,0,5740.5943467882,-157180.933308919,5246.14990234375,3052.40002441406,5,DUSP5,Membrane
2,0,5342.29405381945,-157024.533315023,4847.849609375,3208.80001831055,5,CYSTM1,0
2,0,5898.42979600695,-157065.64763387,5403.9853515625,3167.68569946289,5,DDR1,0
2,0,5307.96495225694,-157166.86336263,4813.5205078125,3066.46997070312,5,ADGRG6,0
2,0,5314.28135850694,-157183.258382161,4819.8369140625,3050.07495117188,5,NR3C1,0
2,0,5564.44444444445,-156883.333333333,5070,3350,5,COL15A1,0
2,0,5672.23594835069,-157203.991658529,5177.79150390625,3029.34167480469,5,VEGFB,0
2,0,5892.69493272569,-157115.816670736,5398.25048828125,3117.51666259766,5,ADGRL2,0
2,0,5591.66124131944,-156863.116658529,5097.216796875,3370.21667480469,5,CSF1,0
2,0,5817.21153428819,-156947.450002035,5322.76708984375,3285.88333129883,5,FZD6,Membrane
2,0,5729.1773546007,-157000.333333333,5234.73291015625,3233,5,PTPRCAP,0
2,0,5525.34483506944,-157232.633382161,5030.900390625,3000.69995117188,5,CCRL2,Nuclear
2,0,5902.05381944444,-156894.642415365,5407.609375,3338.69091796875,5,CD84,0
2,0,5354.16417100694,-156737.073338827,4859.7197265625,3496.25999450684,5,IGHA1,0
2,0,5378.56456163195,-157156.293355306,4884.1201171875,3077.03997802734,5,ADGRB3,0
2,0,5778.98155381945,-157104.795857747,5284.537109375,3128.53747558594,5,CLOCK,0
2,0,5938.06944444445,-157069.85832723,5443.625,3163.47500610352,5,KDR,0
2,0,5494.51133897569,-157085.222218831,5000.06689453125,3148.11111450195,5,AHI1,0
2,0,5423.40440538194,-156608.493333181,4928.9599609375,3624.84000015259,5,AHI1,0
2,0,5709.94444444445,-156987.633351644,5215.5,3245.69998168945,5,WIF1,0
2,0,5769.18907335069,-157198.711079915,5274.74462890625,3034.62225341797,5,QRFPR,0
2,0,5764.52794053819,-157077.399983724,5270.08349609375,3155.93334960938,5,SOSTDC1,0
2,0,5721.18174913194,-156975.470784505,5226.7373046875,3257.86254882812,5,PROK2,0
2,0,5726.15440538195,-156892.053334554,5231.7099609375,3341.2799987793,5,RBPJ,0
2,0,5873.79454210069,-156821.370824178,5379.35009765625,3411.96250915527,5,MZT2A,0
2,0,5899.21104600695,-157096.380025228,5404.7666015625,3136.95330810547,5,TNFSF8,0
2,0,5825.40147569445,-156955.261891683,5330.95703125,3278.07144165039,5,WNT9A,Membrane
2,0,5789.7154405382,-157093.219014486,5295.27099609375,3140.11431884766,5,DST,0
2,0,5763.66417100695,-157118.913350423,5269.2197265625,3114.41998291016,5,CLEC4E,0
2,0,5834.5328233507,-157187.50008138,5340.08837890625,3045.83325195312,5,CCND1,Nuclear
2,0,5800.41124131944,-157173.233296712,5305.966796875,3060.10003662109,5,MMP10,0
2,0,5713.05479600695,-156988.413350423,5218.6103515625,3244.91998291016,5,CALD1,0
2,0,5340.24473741319,-157046.996510824,4845.80029296875,3186.33682250977,5,IFITM3,0
2,0,5372.15879991319,-156606.533332189,4877.71435546875,3626.80000114441,5,ADGRF4,0
2,0,5690.34483506945,-157017.03334554,5195.900390625,3216.29998779297,5,GDF6,0
2,0,5769.6646592882,-156921.433339437,5275.22021484375,3311.89999389648,5,NPPC,0
2,0,5558.1587999132,-157187.647603353,5063.71435546875,3045.68572998047,5,RPL22,0
2,0,5736.46495225694,-156904.213307699,5242.0205078125,3329.12002563477,5,SEC23A,0
2,0,5733.58409288195,-157024.263326009,5239.1396484375,3209.07000732422,5,COL5A1,0
2,0,5898.6109483507,-157057.666615804,5404.16650390625,3175.6667175293,5,ACTG2,0
2,0,5940.6011827257,-156829.119054159,5446.15673828125,3404.2142791748,5,DHRS2,0
2,0,5620.7593858507,-157111.747578939,5126.31494140625,3121.58575439453,5,MZT2A,0
2,0,5528.65733506944,-157227.699971517,5034.212890625,3005.63336181641,5,LAG3,Nuclear
2,0,5939.31065538195,-157056.29997762,5444.8662109375,3177.03335571289,5,TGFB2,0
2,0,5849.06456163195,-156811.393346151,5354.6201171875,3421.93998718262,5,COL1A2,0
2,0,5693.01915147569,-157016.458333333,5198.57470703125,3216.875,5,CD163,0
2,0,5734.98448350694,-156949.413350423,5240.5400390625,3283.91998291016,5,IGHM,0
2,0,5560.7554796007,-157111.233296712,5066.31103515625,3122.10003662109,5,WIF1,0
