fov,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp
2,89,5752.99474444445,-156743.133333333,5258.5503,3490.2,2,ADGRF1,Nuclear
2,89,5741.36444444445,-156781.073323333,5246.92,3452.26001,2,HCAR2,Nuclear
2,89,5751.35744444445,-156738.033333333,5256.913,3495.3,2,LUM,Nuclear
2,89,5761.10144444444,-156761.961903333,5266.657,3471.37143,2,TPM2,Nuclear
2,89,5747.66074444445,-156749.533333333,5253.2163,3483.8,2,MZT2A,Nuclear
2,89,5762.23204444444,-156723.783333333,5267.7876,3509.55,2,TYK2,Cytoplasm
2,89,5770.20714444444,-156766.870823333,5275.7627,3466.46251,2,DUSP5,Cytoplasm
2,89,5746.76574444444,-156773.347613333,5252.3213,3459.98572,2,PCNA,Nuclear
2,89,5745.54404444444,-156760.533333333,5251.0996,3472.8,2,COL6A1,Nuclear
2,89,5751.10644444444,-156750.995823333,5256.662,3482.33751,2,HLA-A,Nuclear
2,89,5746.07284444444,-156744.961903333,5251.6284,3488.37143,2,KRT6B,Nuclear
2,89,5742.48444444445,-156752.793333333,5248.04,3480.54,2,IL11,Nuclear
2,89,5775.81944444444,-156759.833333333,5281.375,3473.5,2,IFNGR1,Cytoplasm
2,89,5753.77304444445,-156768.204763333,5259.3286,3465.12857,2,MZT2A,Nuclear
2,89,5741.65444444444,-156752.123343333,5247.21,3481.20999,2,COL1A1,Nuclear
2,89,5754.79444444444,-156737.299993333,5260.35,3496.03334,2,OAS2,Nuclear
2,89,5768.82432725695,-156744.23332723,5274.3798828125,3489.10000610352,5,ADGRG6,Nuclear
2,89,5740.78184678819,-156755.445836385,5246.33740234375,3477.88749694824,5,IL1RN,Nuclear
2,89,5735.1109483507,-156763.216649373,5240.66650390625,3470.11668395996,5,RARRES2,Nuclear
2,89,5738.92784288195,-156749.483342489,5244.4833984375,3483.84999084473,5,SLC2A4,Nuclear
2,89,5755.62608506944,-156753.851506551,5261.181640625,3479.48182678223,5,VHL,Nuclear
2,89,5731.17003038194,-156778.495824178,5236.7255859375,3454.83750915527,5,FZD5,Nuclear
2,89,5745.2945421007,-156770.870824178,5250.85009765625,3462.46250915527,5,BECN1,Nuclear
2,89,5769.22471788194,-156774.113332113,5274.7802734375,3459.2200012207,5,CD28,Cytoplasm
2,89,5756.08751085069,-156766.619054159,5261.64306640625,3466.7142791748,5,MZT2A,Nuclear
2,89,5750.6197374132,-156764.23332723,5256.17529296875,3469.10000610352,5,MZT2A,Nuclear
2,89,5736.56114366319,-156753.499989827,5242.11669921875,3479.83334350586,5,NDRG1,Nuclear
2,89,5732.1587999132,-156783.976186117,5237.71435546875,3449.3571472168,5,WNT5A,Nuclear
2,89,5732.1841905382,-156775.973332723,5237.73974609375,3457.36000061035,5,CCL15,Nuclear
2,89,5742.40440538195,-156759.993336995,5247.9599609375,3473.33999633789,5,TNFSF13B,Nuclear
2,89,5743.18614366319,-156740.133336385,5248.74169921875,3493.19999694824,8,CD3E,Nuclear
2,89,5751.88389756945,-156763.31334432,5257.439453125,3470.01998901367,8,UBE2C,Nuclear
2,89,5764.94444444445,-156767.308339437,5270.5,3466.02499389648,8,IL1RN,Nuclear
2,89,5759.34385850694,-156767.319035848,5264.8994140625,3466.01429748535,8,MZT2A,Nuclear
2,89,5766.7154405382,-156762.590459188,5272.27099609375,3470.74287414551,8,CYTOR,Nuclear
2,89,5739.06944444445,-156767.695821126,5244.625,3465.63751220703,8,RUNX3,Nuclear
2,89,5750.5240342882,-156769.953328451,5256.07958984375,3463.38000488281,0,PCNA,Nuclear
2,89,5740.44444444445,-156782.90834554,5246,3450.42498779297,0,EFNA1,Nuclear
2,89,5735.2359483507,-156785.000005086,5240.79150390625,3448.33332824707,0,ST6GALNAC3,Nuclear
2,89,5769.12754991319,-156749.383336385,5274.68310546875,3483.94999694824,0,WIF1,Nuclear
2,89,5748.71983506944,-156779.16666158,5254.275390625,3454.16667175293,0,MST1R,Nuclear
2,89,5747.43370225695,-156750.693318685,5252.9892578125,3482.64001464844,0,FYB1,Nuclear
2,89,5755.7193467882,-156742.483342489,5261.27490234375,3490.84999084473,0,MZT2A,Nuclear
2,89,5736.82139756945,-156760.5487264,5242.376953125,3472.78460693359,0,DUSP5,Nuclear
2,89,5767.87315538194,-156752.761906942,5273.4287109375,3480.5714263916,0,RAMP1,Nuclear
2,89,5745.12120225695,-156747.333333333,5250.6767578125,3486,0,DDX58,Nuclear
2,89,5762.57725694445,-156743.23332723,5268.1328125,3490.10000610352,0,MECOM,Nuclear
2,89,5759.29454210069,-156748.466649373,5264.85009765625,3484.86668395996,0,MZT2A,Nuclear
2,89,5732.8375108507,-156788.969060262,5238.39306640625,3444.36427307129,0,NegPrb13,Nuclear
2,89,5729.0064561632,-156779.758336385,5234.56201171875,3453.57499694824,0,RELT,Nuclear
2,89,5758.28428819445,-156739.293340047,5263.83984375,3494.03999328613,0,MZT2A,Nuclear
2,89,5762.9693467882,-156742.333333333,5268.52490234375,3491,0,MECOM,Nuclear
2,89,5761.2320421007,-156747.670842489,5266.78759765625,3485.66249084473,0,MST1R,Nuclear
2,89,5762.24424913195,-156757.413335164,5267.7998046875,3475.91999816895,0,MZT2A,Nuclear
2,89,5764.03477647569,-156754.433339437,5269.59033203125,3478.89999389648,0,DUSP5,Nuclear
2,89,5750.60460069445,-156754.053334554,5256.16015625,3479.2799987793,0,RUNX3,Nuclear
2,89,5758.14463975695,-156751.393330892,5263.7001953125,3481.94000244141,0,MZT2A,Nuclear
2,89,5728.84434678819,-156772.197606405,5234.39990234375,3461.13572692871,0,DUSP5,Nuclear
2,89,5750.23155381944,-156750.833333333,5255.787109375,3482.5,0,HLA-B,Nuclear
2,89,5753.42393663195,-156736.113332113,5258.9794921875,3497.2200012207,0,MZT2A,Nuclear
2,89,5740.37754991319,-156756.750005086,5245.93310546875,3476.58332824707,0,MZT2A,Nuclear
2,89,5767.12462022569,-156754.023335775,5272.68017578125,3479.30999755859,0,MZT2A,Nuclear
2,89,5729.06944444445,-156760.78334554,5234.625,3472.54998779297,0,EGFR,Nuclear
2,89,5754.91905381944,-156764.558339437,5260.474609375,3468.77499389648,0,RPL21,Nuclear
2,89,5752.98448350695,-156771.213338216,5258.5400390625,3462.11999511719,0,FYN,Nuclear
2,89,5758.97276475695,-156749.290471395,5264.5283203125,3484.04286193848,0,MZT2A,Nuclear
2,89,5739.76475694445,-156763.413319906,5245.3203125,3469.92001342773,0,HPGDS,Nuclear
2,89,5733.90440538195,-156776.633336385,5239.4599609375,3456.69999694824,0,TUBB,Nuclear
2,89,5738.4371202257,-156762.287175496,5243.99267578125,3471.04615783691,0,H2AZ1,Nuclear
2,89,5751.99424913195,-156743.583333333,5257.5498046875,3489.75,0,MZT2A,Nuclear
2,89,5737.96934678819,-156771.458333333,5243.52490234375,3461.875,3,TNFRSF17,Nuclear
2,89,5732.26963975695,-156754.433339437,5237.8251953125,3478.89999389648,3,KLRK1,Nuclear
2,89,5751.29991319445,-156759.633321126,5256.85546875,3473.70001220703,3,VHL,Nuclear
2,89,5736.59434678819,-156758.058339437,5242.14990234375,3475.27499389648,3,MZT2A,Nuclear
2,89,5743.3072374132,-156763.470830282,5248.86279296875,3469.86250305176,3,MEG3,Nuclear
2,89,5746.5943467882,-156739.093343099,5252.14990234375,3494.23999023438,3,TNFRSF18,Nuclear
2,89,5749.46104600694,-156768.858342489,5255.0166015625,3464.47499084473,3,EFNB2,Nuclear
2,89,5741.9947374132,-156764.608342489,5247.55029296875,3468.72499084473,3,FKBP11,Nuclear
2,89,5731.5513780382,-156780.026189168,5237.10693359375,3453.30714416504,3,TWIST1,Nuclear
2,89,5745.41905381945,-156760.395833333,5250.974609375,3472.9375,3,COL6A1,Nuclear
2,89,5759.14463975694,-156771.28334554,5264.7001953125,3462.04998779297,3,S100A4,Nuclear
2,89,5743.30137803819,-156750.204762777,5248.85693359375,3483.12857055664,3,IFITM3,Nuclear
2,89,5733.36924913194,-156749.73332723,5238.9248046875,3483.60000610352,3,HLA-DPA1,Nuclear
2,89,5750.94444444444,-156730.645833333,5256.5,3502.6875,3,GLUD1,Cytoplasm
2,89,5739.49424913194,-156769.48332723,5245.0498046875,3463.85000610352,3,MZT2A,Nuclear
2,89,5760.4644639757,-156764.853322347,5266.02001953125,3468.48001098633,3,HSPB1,Nuclear
2,89,5746.8570421007,-156745.295842489,5252.41259765625,3488.03749084473,3,KRT18,Nuclear
2,89,5743.20421006944,-156749.353322347,5248.759765625,3483.98001098633,3,IFITM3,Nuclear
2,89,5735.2613389757,-156775.133321126,5240.81689453125,3458.20001220703,3,MZT2A,Nuclear
2,89,5733.0777452257,-156791.944447835,5238.63330078125,3441.38888549805,3,IFIT1,Nuclear
2,89,5746.6871202257,-156745.104771932,5252.24267578125,3488.22856140137,3,HSD17B2,Nuclear
2,89,5734.3843858507,-156771.113332113,5239.93994140625,3462.2200012207,1,HSD3B2,Nuclear
2,89,5735.39463975695,-156756.083348592,5240.9501953125,3477.24998474121,1,DUSP5,Nuclear
2,89,5747.81602647569,-156755.547612508,5253.37158203125,3477.7857208252,1,CD68,Nuclear
2,89,5741.27842881945,-156755.411107381,5246.833984375,3477.92222595215,1,PSAP,Nuclear
2,89,5747.24473741319,-156745.276189168,5252.80029296875,3488.05714416504,1,PTGDR2,Nuclear
2,89,5750.29454210069,-156765.233342489,5255.85009765625,3468.09999084473,1,GDF3,Nuclear
2,89,5742.2222764757,-156730.688893636,5247.77783203125,3502.64443969727,1,PRF1,Cytoplasm
2,89,5759.41954210069,-156761.683339437,5264.97509765625,3471.64999389648,1,IL6,Nuclear
2,89,5748.2447374132,-156734.649998983,5253.80029296875,3498.68333435059,1,CCL8,Nuclear
2,89,5742.29991319445,-156768.944417318,5247.85546875,3464.38891601562,1,EIF5A,Nuclear
2,89,5744.94444444444,-156751.761906942,5250.5,3481.5714263916,1,LGALS3,Nuclear
2,89,5753.24473741319,-156722.193349202,5258.80029296875,3511.13998413086,1,CD38,Cytoplasm
2,89,5770.49424913195,-156748.753331502,5276.0498046875,3484.58000183105,1,NTRK2,Nuclear
2,89,5766.33604600694,-156759.883336385,5271.8916015625,3473.44999694824,1,DUSP5,Nuclear
2,89,5745.9195421007,-156754.058339437,5251.47509765625,3479.27499389648,1,MGP,Nuclear
2,89,5741.19444444444,-156781.195836385,5246.75,3452.13749694824,1,HCAR2,Nuclear
2,89,5741.87803819444,-156729.511113485,5247.43359375,3503.82221984863,1,PRF1,Cytoplasm
2,89,5763.84385850694,-156754.047612508,5269.3994140625,3479.2857208252,1,DUSP5,Nuclear
2,89,5749.66124131945,-156773.216679891,5255.216796875,3460.11665344238,1,MZT2A,Nuclear
2,89,5760.60460069445,-156762.153325399,5266.16015625,3471.18000793457,1,TPM2,Nuclear
2,89,5748.92979600695,-156730.733342489,5254.4853515625,3502.59999084473,1,MARCO,Cytoplasm
2,89,5747.56944444445,-156753.308339437,5253.125,3480.02499389648,1,CTSW,Nuclear
2,89,5764.9947374132,-156768.466649373,5270.55029296875,3464.86668395996,1,SIGIRR,Nuclear
2,89,5728.6646592882,-156746.053334554,5234.22021484375,3487.2799987793,1,DNMT3A,Nuclear
2,89,5734.82774522569,-156755.283330282,5240.38330078125,3478.05000305176,1,DUSP5,Nuclear
2,89,5751.06456163194,-156751.253331502,5256.6201171875,3482.08000183105,1,HLA-A,Nuclear
2,89,5739.0943467882,-156794.566655477,5244.64990234375,3438.76667785645,6,PTGDR2,Cytoplasm
2,89,5739.54454210069,-156749.133336385,5245.10009765625,3484.19999694824,6,TWIST2,Nuclear
2,89,5739.23057725695,-156754.376195272,5244.7861328125,3478.95713806152,6,TGFB1,Nuclear
2,89,5741.50401475695,-156770.613332113,5247.0595703125,3462.7200012207,6,PTGDS,Nuclear
2,89,5758.0582139757,-156758.619054159,5263.61376953125,3474.7142791748,6,MMP14,Nuclear
2,89,5763.16612413194,-156760.376180013,5268.7216796875,3472.95715332031,6,NOTCH2,Nuclear
2,89,5771.45030381944,-156762.716664632,5277.005859375,3470.61666870117,6,ICOS,Cytoplasm
2,89,5742.86436631945,-156747.593343099,5248.419921875,3485.73999023438,6,KRT6A,Nuclear
2,89,5739.64463975694,-156762.558339437,5245.2001953125,3470.77499389648,6,DUSP5,Nuclear
2,89,5750.34434678819,-156751.793324788,5255.89990234375,3481.54000854492,6,MZT2A,Nuclear
2,89,5750.86485460069,-156764.533330282,5256.42041015625,3468.80000305176,6,MZT2A,Nuclear
2,89,5737.93223741319,-156773.358342489,5243.48779296875,3459.97499084473,6,MZT2A,Nuclear
2,89,5740.05821397569,-156794.611913045,5245.61376953125,3438.72142028809,4,IL24,Cytoplasm
2,89,5746.30479600694,-156765.153325399,5251.8603515625,3468.18000793457,4,MZT2A,Nuclear
2,89,5738.46592881944,-156762.23332723,5244.021484375,3471.10000610352,4,NPPB,Nuclear
2,89,5745.36436631944,-156764.59332784,5250.919921875,3468.74000549316,4,NegPrb14,Nuclear
2,89,5731.94444444444,-156775.933354696,5237.5,3457.3999786377,4,CCL15,Nuclear
2,89,5742.55870225694,-156755.161916097,5248.1142578125,3478.17141723633,4,ITGA2,Nuclear
2,89,5745.90440538195,-156768.193349202,5251.4599609375,3465.13998413086,4,MZT2A,Nuclear
2,89,5735.5279405382,-156782.349995931,5241.08349609375,3450.98333740234,4,MZT2A,Nuclear
2,89,5733.98741319444,-156781.561894735,5239.54296875,3451.77143859863,4,DUSP5,Nuclear
2,89,5743.2447374132,-156755.949986776,5248.80029296875,3477.38334655762,4,ITGA2,Nuclear
2,89,5747.78868272569,-156721.244435628,5253.34423828125,3512.08889770508,4,CALM2,Cytoplasm
2,89,5731.86924913195,-156781.008336385,5237.4248046875,3452.32499694824,4,IFITM3,Nuclear
2,89,5731.60460069445,-156776.693333944,5237.16015625,3456.63999938965,4,NEAT1,Nuclear
2,89,5741.9693467882,-156764.558339437,5247.52490234375,3468.77499389648,4,FKBP11,Nuclear
2,89,5733.41124131944,-156791.866673787,5238.966796875,3441.4666595459,4,IFIT1,Nuclear
2,89,5743.60460069445,-156750.033330282,5249.16015625,3483.30000305176,4,INHBB,Nuclear
2,89,5738.00010850694,-156771.577779134,5243.5556640625,3461.75555419922,7,BGN,Nuclear
2,89,5745.78428819445,-156752.913335164,5251.33984375,3480.41999816895,7,IL12B,Nuclear
2,89,5742.41417100694,-156761.31334432,5247.9697265625,3472.01998901367,7,MZT2A,Nuclear
2,89,5750.5777452257,-156750.250005086,5256.13330078125,3483.08332824707,7,RPL21,Nuclear
2,89,5735.20030381945,-156767.555562337,5240.755859375,3465.77777099609,7,VHL,Nuclear
2,89,5756.54405381945,-156758.544453939,5262.099609375,3474.78887939453,7,TBX21,Nuclear
2,89,5774.53038194444,-156763.376180013,5280.0859375,3469.95715332031,7,MSMB,Cytoplasm
2,89,5756.56944444445,-156757.10832723,5262.125,3476.22500610352,7,SPARCL1,Nuclear
2,89,5754.10460069444,-156778.853322347,5259.66015625,3454.48001098633,7,TNFRSF21,Nuclear
2,89,5758.1695421007,-156759.933339437,5263.72509765625,3473.39999389648,7,MZT2A,Nuclear
2,89,5729.60167100694,-156780.204778035,5235.1572265625,3453.12855529785,7,HBA1,Nuclear
2,89,5744.69444444444,-156757.333333333,5250.25,3476,7,IL17B,Nuclear
2,89,5742.57286241319,-156767.733342489,5248.12841796875,3465.59999084473,7,MZT2A,Nuclear
2,89,5739.3160264757,-156752.104771932,5244.87158203125,3481.22856140137,7,MGP,Nuclear
2,89,5743.83165147569,-156774.370839437,5249.38720703125,3458.96249389648,7,MZT2A,Nuclear
2,89,5748.40440538194,-156757.853322347,5253.9599609375,3475.48001098633,7,MZT2A,Nuclear
2,97,5320.56944444444,-156803.495823333,4826.125,3429.83751,2,CELSR1,Cytoplasm
2,97,5324.97814444444,-156828.900003333,4830.5337,3404.43333,2,COL1A1,Cytoplasm
2,97,5309.24444444444,-156789.458333333,4814.8,3443.875,2,COL5A2,Cytoplasm
2,97,5320.16074444444,-156825.650003333,4825.7163,3407.68333,2,SOX4,Cytoplasm
2,97,5329.87444444444,-156825.893343333,4835.43,3407.43999,2,DUSP1,Cytoplasm
2,97,5345.83744444444,-156821.854743333,4851.393,3411.47859,2,IL34,Nuclear
2,97,5328.90684444444,-156779.233343333,4834.4624,3454.09999,2,SRC,Cytoplasm
2,97,5368.01084444444,-156795.766663333,4873.5664,3437.56667,2,PSCA,Cytoplasm
2,97,5339.41714444445,-156840.342413333,4844.9727,3392.99092,2,NCR1,Membrane
2,97,5325.86444444444,-156807.863313333,4831.42,3425.47002,2,RPL21,Cytoplasm
2,97,5332.59444444444,-156810.416643333,4838.15,3422.91669,2,DUSP5,Cytoplasm
2,97,5335.53544444444,-156835.060613333,4841.091,3398.27272,2,DUSP5,Cytoplasm
2,97,5312.98694444444,-156802.604783333,4818.5425,3430.72855,2,NPPC,Cytoplasm
2,97,5367.76444444444,-156841.033333333,4873.32,3392.3,2,MZT2A,Nuclear
2,97,5303.36094444444,-156823.549993333,4808.9165,3409.78334,2,TNFRSF10D,Membrane
2,97,5349.31144444445,-156840.000003333,4854.867,3393.33333,2,CD3E,Nuclear
2,97,5328.47274444445,-156781.447623333,4834.0283,3451.88571,2,IER3,Cytoplasm
2,97,5351.15884444445,-156755.319053333,4856.7144,3478.01428,2,TNFSF8,Cytoplasm
2,97,5366.41944444444,-156821.541663333,4871.975,3411.79167,2,CXCL8,Nuclear
2,97,5366.80444444444,-156816.833333333,4872.36,3416.5,2,FKBP11,Nuclear
2,97,5327.18414444444,-156761.573333333,4832.7397,3471.76,2,STAT4,Cytoplasm
2,97,5372.35644444444,-156829.858343333,4877.912,3403.47499,2,CTSW,Nuclear
2,97,5362.27444444444,-156821.433333333,4867.83,3411.9,2,CXCL10,Nuclear
2,97,5343.06114444444,-156759.433323333,4848.6167,3473.90001,2,TSLP,Cytoplasm
2,97,5314.89414444444,-156782.483333333,4820.4497,3450.85,2,DUSP5,Cytoplasm
2,97,5381.32674444444,-156820.733333333,4886.8823,3412.6,2,EOMES,Nuclear
2,97,5312.60804444444,-156815.296973333,4818.1636,3418.03636,2,COL1A1,Cytoplasm
2,97,5361.81114444444,-156822.622233333,4867.3667,3410.7111,2,HILPDA,Nuclear
2,97,5379.88444444444,-156812.503303333,4885.44,3420.83003,2,IGHG2,Nuclear
2,97,5368.82774444444,-156828.791643333,4874.3833,3404.54169,2,FCGR3A,Nuclear
2,97,5369.59484444445,-156792.099993333,4875.1504,3441.23334,2,TNFRSF10D,Cytoplasm
2,97,5384.47344444444,-156819.004753333,4890.029,3414.32858,2,MZT2A,Membrane
2,97,5366.39804444445,-156822.602563333,4871.9536,3410.73077,2,RPL21,Nuclear
2,97,5367.82444444444,-156792.713333333,4873.38,3440.62,2,NOTCH1,Cytoplasm
2,97,5384.40144444444,-156775.361913333,4889.957,3457.97142,2,TBX21,Cytoplasm
2,97,5360.01084444444,-156772.588883333,4865.5664,3460.74445,2,TXK,Cytoplasm
2,97,5303.56944444444,-156818.733333333,4809.125,3414.6,2,HSPB1,Membrane
2,97,5327.17004444444,-156820.733333333,4832.7256,3412.6,2,DUSP5,Cytoplasm
2,97,5336.82184444444,-156831.422233333,4842.3774,3401.9111,2,CYP19A1,Cytoplasm
2,97,5374.96984444444,-156791.508323333,4880.5254,3441.82501,2,ENG,Cytoplasm
2,97,5329.31994444445,-156795.983333333,4834.8755,3437.35,2,ENG,Cytoplasm
2,97,5304.29404444444,-156785.583333333,4809.8496,3447.75,2,COL1A1,Cytoplasm
2,97,5366.84444444444,-156820.360583333,4872.4,3412.97275,2,PF4,Nuclear
2,97,5345.48884444444,-156829.622233333,4851.0444,3403.7111,2,S100A6,Nuclear
2,97,5305.47814444444,-156818.750003333,4811.0337,3414.58333,2,TSC22D1,Membrane
2,97,5310.00144444445,-156783.861913333,4815.557,3449.47142,2,NLRC4,Cytoplasm
2,97,5352.58744444444,-156785.376193333,4858.143,3447.95714,2,WIF1,Cytoplasm
2,97,5325.46044444444,-156838.016663333,4831.016,3395.31667,2,FLT1,Membrane
2,97,5380.74444444444,-156783.058333333,4886.3,3450.275,2,KRT7,Cytoplasm
2,97,5322.24474444445,-156795.050003333,4827.8003,3438.28333,2,CTLA4,Cytoplasm
2,97,5371.88684444444,-156771.504753333,4877.4424,3461.82858,2,TNFRSF18,Cytoplasm
2,97,5361.90444444444,-156820.173343333,4867.46,3413.15999,2,MZT2A,Nuclear
2,97,5327.52794444444,-156762.083333333,4833.0835,3471.25,2,NegPrb6,Cytoplasm
2,97,5346.08894444444,-156783.133323333,4851.6445,3450.20001,2,ATG10,Cytoplasm
2,97,5301.48744444444,-156846.433333333,4807.043,3386.9,2,MT2A,Membrane
2,97,5377.26914444445,-156783.308323333,4882.8247,3450.02501,2,CDKN1A,Cytoplasm
2,97,5335.96444444444,-156768.273333333,4841.52,3465.06,2,HPGDS,Cytoplasm
2,97,5379.98744444444,-156780.604773333,4885.543,3452.72856,2,KRT19,Cytoplasm
2,97,5368.61944444444,-156830.183333333,4874.175,3403.15,2,MZT2A,Nuclear
2,97,5315.06944444444,-156756.083333333,4820.625,3477.25,5,KRT10,Cytoplasm
2,97,5313.93077256944,-156772.793324788,4819.486328125,3460.54000854492,5,ANGPT2,Cytoplasm
2,97,5341.97422960069,-156809.463338216,4847.52978515625,3423.86999511719,5,CXCL10,Nuclear
2,97,5332.06407335069,-156809.160008748,4837.61962890625,3424.17332458496,5,FGF1,Cytoplasm
2,97,5350.73155381944,-156770.995839437,4856.287109375,3462.33749389648,5,DUSP5,Cytoplasm
2,97,5330.84385850695,-156768.69048055,4836.3994140625,3464.6428527832,5,HLA-DRB5,Cytoplasm
2,97,5354.30430772569,-156738.253331502,4859.85986328125,3495.08000183105,5,MMP9,Cytoplasm
2,97,5363.98448350695,-156751.773351034,4869.5400390625,3481.5599822998,5,HLA-DQA1,Cytoplasm
2,97,5323.36094835069,-156765.500005086,4828.91650390625,3467.83332824707,5,DUSP5,Cytoplasm
2,97,5301.61094835069,-156821.333333333,4807.16650390625,3412,5,DDX58,Membrane
2,97,5372.57286241319,-156763.390477498,4878.12841796875,3469.94285583496,5,IFNAR1,Cytoplasm
2,97,5315.54454210069,-156779.816670736,4821.10009765625,3453.51666259766,5,DHRS2,Cytoplasm
2,97,5337.59141710069,-156815.633336385,4843.14697265625,3417.69999694824,5,DUSP5,Nuclear
2,97,5360.52403428819,-156749.173329671,4866.07958984375,3484.16000366211,5,IL6ST,Cytoplasm
2,97,5374.21934678819,-156806.558339437,4879.77490234375,3426.77499389648,5,MZT2A,Cytoplasm
2,97,5334.46934678819,-156787.008336385,4840.02490234375,3446.32499694824,5,CHEK2,Cytoplasm
2,97,5339.68174913195,-156796.408330282,4845.2373046875,3436.92500305176,5,TEK,Cytoplasm
2,97,5351.44444444445,-156770.533330282,4857,3462.80000305176,5,DUSP5,Cytoplasm
2,97,5314.10264756945,-156789.441670736,4819.658203125,3443.89166259766,5,SCG5,Cytoplasm
2,97,5347.19444444445,-156837.133336385,4852.75,3396.19999694824,5,EPHB4,Nuclear
2,97,5344.96153428819,-156752.199986776,4850.51708984375,3481.13334655762,5,LGALS1,Cytoplasm
2,97,5322.90440538194,-156832.353322347,4828.4599609375,3400.98001098633,5,LYZ,Cytoplasm
2,97,5361.90196397569,-156771.476186117,4867.45751953125,3461.8571472168,5,IL1A,Cytoplasm
2,97,5348.65879991319,-156764.30476888,4854.21435546875,3469.02856445312,5,CD276,Cytoplasm
2,97,5347.42588975694,-156804.670842489,4852.9814453125,3428.66249084473,5,IGHG1,Cytoplasm
2,97,5324.3189561632,-156764.395833333,4829.87451171875,3468.9375,5,IL34,Cytoplasm
2,97,5358.06456163194,-156843.913319906,4863.6201171875,3389.42001342773,5,TGFB1,Nuclear
2,97,5339.94444444444,-156801.853337606,4845.5,3431.47999572754,5,HLA-B,Cytoplasm
2,97,5344.59678819444,-156823.445088704,4850.15234375,3409.88824462891,5,HSP90AA1,Nuclear
2,97,5353.22813585069,-156753.016667684,4858.78369140625,3480.31666564941,5,INHBB,Membrane
2,97,5363.21983506944,-156751.508336385,4868.775390625,3481.82499694824,5,ETV5,Cytoplasm
2,97,5310.2193467882,-156765.133336385,4815.77490234375,3468.19999694824,5,JCHAIN,Cytoplasm
2,97,5321.37315538194,-156826.69048055,4826.9287109375,3406.6428527832,5,COL18A1,Cytoplasm
2,97,5326.46641710069,-156791.833348592,4832.02197265625,3441.49998474121,5,MZT2A,Cytoplasm
2,97,5372.31114366319,-156767.23332723,4877.86669921875,3466.10000610352,5,NegPrb21,Membrane
2,97,5378.1041124132,-156790.013341268,4883.65966796875,3443.31999206543,5,CDKN1A,Cytoplasm
2,97,5354.18419053819,-156739.203343709,4859.73974609375,3494.12998962402,5,MET,Cytoplasm
2,97,5373.71153428819,-156806.60001119,4879.26708984375,3426.73332214355,5,CSF2RA,Cytoplasm
2,97,5363.48448350694,-156836.333333333,4869.0400390625,3397,5,IL1R2,Nuclear
2,97,5353.17735460069,-156756.616658529,4858.73291015625,3476.71667480469,5,NPPC,Cytoplasm
2,97,5314.61924913194,-156809.358342489,4820.1748046875,3423.97499084473,5,POU5F1,Cytoplasm
2,97,5331.86924913194,-156768.258336385,4837.4248046875,3465.07499694824,5,HLA-DRB5,Cytoplasm
2,97,5358.84483506944,-156836.42082723,4864.400390625,3396.91250610352,5,MZT2A,Nuclear
2,97,5331.62266710069,-156809.147618612,4837.17822265625,3424.18571472168,8,CXCL8,Cytoplasm
2,97,5315.96788194444,-156793.309773763,4821.5234375,3440.02355957031,8,CRP,Cytoplasm
2,97,5302.69883897569,-156841.671803792,4808.25439453125,3391.66152954102,8,OAS3,Membrane
2,97,5338.57286241319,-156792.061925252,4844.12841796875,3441.27140808105,8,EZH2,Cytoplasm
2,97,5357.54503038194,-156782.558354696,4863.1005859375,3450.7749786377,8,DUSP5,Cytoplasm
2,97,5361.83604600694,-156834.987157186,4867.3916015625,3398.34617614746,8,CIITA,Nuclear
2,97,5343.97911241319,-156768.423329671,4849.53466796875,3464.91000366211,8,MTRNR2L1,Cytoplasm
2,97,5351.62803819444,-156759.750005086,4857.18359375,3473.58332824707,8,IGFBP7,Cytoplasm
2,97,5365.1890733507,-156835.04443868,4870.74462890625,3398.28889465332,8,EGFR,Nuclear
2,97,5307.9439561632,-156833.733373006,4813.49951171875,3399.59996032715,8,MZT2A,Membrane
2,97,5310.66954210069,-156797.116673787,4816.22509765625,3436.2166595459,8,DUSP5,Cytoplasm
2,97,5334.78331163194,-156759.448720296,4840.3388671875,3473.88461303711,8,IGHG1,Cytoplasm
2,97,5325.97764756944,-156754.466664632,4831.533203125,3478.86666870117,8,CXCL14,Cytoplasm
2,97,5347.3043077257,-156828.493336995,4852.85986328125,3404.83999633789,8,HDAC11,Nuclear
2,97,5326.44493272569,-156828.425008138,4832.00048828125,3404.90832519531,8,ATG5,Cytoplasm
2,97,5335.22276475694,-156835.926198324,4840.7783203125,3397.40713500977,8,NegPrb16,Cytoplasm
2,97,5313.30479600694,-156800.553334554,4818.8603515625,3432.7799987793,8,DUSP5,Cytoplasm
2,97,5331.33311631944,-156811.211110433,4836.888671875,3422.12222290039,8,MZT2A,Cytoplasm
2,97,5341.28721788194,-156796.64046224,4846.8427734375,3436.69287109375,8,MZT2A,Cytoplasm
2,97,5310.1812608507,-156786.124242147,4815.73681640625,3447.20909118652,8,RARA,Cytoplasm
2,97,5305.22618272569,-156829.083348592,4810.78173828125,3404.24998474121,8,KRT8,Membrane
2,97,5366.06944444444,-156849.233296712,4871.625,3384.10003662109,8,CCL18,Cytoplasm
2,97,5337.07774522569,-156773.149998983,4842.63330078125,3460.18333435059,8,GSTP1,Cytoplasm
